Opponent,Results,Score,PlusMinus
McNeese St.,W, 102_55 ,15.1
Nevada,L, 69_66 ,0.3
North Dakota St.,W, 79_57 ,10.9
South Dakota,W, 76_69 ,5.1
Georgia Tech,L, 75_64 ,-0.3
Creighton,L, 98_74 ,-6.5
Doane,W, 110_64 ,-
Wisconsin,L, 67_53 ,-2.3
Michigan,L, 80_69 ,-3.7
Ohio St.,L, 90_54 ,-12.8
Michigan St.,L, 84_77 ,-5.6
Indiana,L, 84_76 ,-7.3
Michigan St.,L, 66_56 ,-7.8
Minnesota,L, 79_61 ,-11.2
Wisconsin,L, 61_48 ,-3.3
Illinois,L, 77_72 OT,2
Penn St.,W, 62_61 ,1.2
Maryland,L, 64_50 ,-2.2
Maryland,L, 79_71 ,-6.1
Purdue,L, 75_58 ,-4.2
Penn St.,L, 86_83 ,-2.8
Illinois,L, 86_70 ,-7.7
Minnesota,W, 78_74 ,4.4
Rutgers,W, 72_51 ,13.9
Iowa,+15, 84_699%,
Northwestern,+3.3, 70_6736%,
